tag,text
p,"The “lbfgs” is an optimization algorithm that approximates the
Broyden–Fletcher–Goldfarb–Shanno algorithm [ 8 ] , which belongs to
quasi-Newton methods. As such, it can deal with a wide range of different training
data and is therefore the default solver. Its performance, however, suffers on poorly
scaled datasets and on datasets with one-hot encoded categorical features with rare
categories."
p,"The “newton-cholesky” solver is an exact Newton solver that calculates the Hessian
matrix and solves the resulting linear system. It is a very good choice for n_samples >> n_features and can reach high precision (tiny values of tol ),
but has a few shortcomings: Only \(\ell_2\) regularization is supported.
Furthermore, because the Hessian matrix is explicitly computed, the memory usage
has a quadratic dependency on n_features as well as on n_classes ."
p,"For a comparison of some of these solvers, see [ 9 ] ."
p,"Christopher M. Bishop: Pattern Recognition and Machine Learning, Chapter 4.3.4"
p,"Mark Schmidt, Nicolas Le Roux, and Francis Bach: Minimizing Finite Sums with the Stochastic Average Gradient."
p,"Aaron Defazio, Francis Bach, Simon Lacoste-Julien: SAGA: A Fast Incremental Gradient Method With Support for
Non-Strongly Convex Composite Objectives."
p,https://en.wikipedia.org/wiki/Broyden%E2%80%93Fletcher%E2%80%93Goldfarb%E2%80%93Shanno_algorithm
p,Thomas P. Minka “A comparison of numerical optimizers for logistic regression”
p,"Simon, Noah, J. Friedman and T. Hastie.
“A Blockwise Descent Algorithm for Group-penalized Multiresponse and
Multinomial Regression.”"
p,Feature selection with sparse logistic regression
p,"A logistic regression with \(\ell_1\) penalty yields sparse models, and can
thus be used to perform feature selection, as detailed in L1-based feature selection ."
p,P-value estimation
p,"It is possible to obtain the p-values and confidence intervals for
coefficients in cases of regression without penalization. The statsmodels
package natively supports this.
Within sklearn, one could use bootstrapping instead as well."
p,"LogisticRegressionCV implements Logistic Regression with built-in
cross-validation support, to find the optimal C and l1_ratio parameters
according to the scoring attribute. The “newton-cg”, “sag”, “saga” and
“lbfgs” solvers are found to be faster for high-dimensional dense data, due
to warm-starting (see Glossary )."
p,"Generalized Linear Models (GLM) extend linear models in two ways [ 10 ] . First, the predicted values \(\hat{y}\) are linked to a linear
combination of the input variables \(X\) via an inverse link function \(h\) as"
p,"Secondly, the squared loss function is replaced by the unit deviance \(d\) of a distribution in the exponential family (or more precisely, a
reproductive exponential dispersion model (EDM) [ 11 ] )."
p,The minimization problem becomes:
p,"where \(\alpha\) is the L2 regularization penalty. When sample weights are
provided, the average becomes a weighted average."
p,The following table lists some specific EDMs and their unit deviance :
p,Distribution
p,Target Domain
p,"Unit Deviance \(d(y, \hat{y})\)"
p,Normal
p,"\(y \in (-\infty, \infty)\)"
p,\((y-\hat{y})^2\)
p,Bernoulli
p,"\(y \in \{0, 1\}\)"
p,\(2({y}\log\frac{y}{\hat{y}}+({1}-{y})\log\frac{{1}-{y}}{{1}-\hat{y}})\)
p,Categorical
p,"\(y \in \{0, 1, ..., k\}\)"
p,"\(2\sum_{i \in \{0, 1, ..., k\}} I(y = i) y_\text{i}\log\frac{I(y = i)}{\hat{I(y = i)}}\)"
p,Poisson
p,"\(y \in [0, \infty)\)"
p,\(2(y\log\frac{y}{\hat{y}}-y+\hat{y})\)
p,Gamma
p,"\(y \in (0, \infty)\)"
p,\(2(\log\frac{\hat{y}}{y}+\frac{y}{\hat{y}}-1)\)
p,Inverse Gaussian
p,\(\frac{(y-\hat{y})^2}{y\hat{y}^2}\)
p,"The Probability Density Functions (PDF) of these distributions are illustrated
in the following figure,"
p,"PDF of a random variable Y following Poisson, Tweedie (power=1.5) and Gamma
distributions with different mean values ( \(\mu\) ). Observe the point
mass at \(Y=0\) for the Poisson distribution and the Tweedie (power=1.5)
distribution, but not for the Gamma distribution which has a strictly
positive target domain. #"
p,"The Bernoulli distribution is a discrete probability distribution modelling a
Bernoulli trial - an event that has only two mutually exclusive outcomes.
The Categorical distribution is a generalization of the Bernoulli distribution
for a categorical random variable. While a random variable in a Bernoulli
distribution has two possible outcomes, a Categorical random variable can take
on one of K possible categories, with the probability of each category
specified separately."
p,The choice of the distribution depends on the problem at hand:
p,"If the target values \(y\) are counts (non-negative integer valued) or
relative frequencies (non-negative), you might use a Poisson distribution
with a log-link."
p,"If the target values are positive valued and skewed, you might try a Gamma
distribution with a log-link."
p,"If the target values seem to be heavier tailed than a Gamma distribution, you
might try an Inverse Gaussian distribution (or even higher variance powers of
the Tweedie family)."
p,"If the target values \(y\) are probabilities, you can use the Bernoulli
distribution. The Bernoulli distribution with a logit link can be used for
binary classification. The Categorical distribution with a softmax link can be
used for multiclass classification."
p,"Agriculture / weather modeling:  number of rain events per year (Poisson),
amount of rainfall per event (Gamma), total rainfall per year (Tweedie /
Compound Poisson Gamma)."
p,"Risk modeling / insurance policy pricing:  number of claim events /
policyholder per year (Poisson), cost per event (Gamma), total cost per
policyholder per year (Tweedie / Compound Poisson Gamma)."
p,Credit Default: probability that a loan can’t be paid back (Bernoulli).
p,"Fraud Detection: probability that a financial transaction like a cash transfer
is a fraudulent transaction (Bernoulli)."
p,"Predictive maintenance: number of production interruption events per year
(Poisson), duration of interruption (Gamma), total interruption time per year
(Tweedie / Compound Poisson Gamma)."
p,"Medical Drug Testing: probability of curing a patient in a set of trials or
probability that a patient will experience side effects (Bernoulli)."
p,"News Classification: classification of news articles into three categories
namely Business News, Politics and Entertainment news (Categorical)."
p,"McCullagh, Peter; Nelder, John (1989). Generalized Linear Models,
Second Edition. Boca Raton: Chapman and Hall/CRC. ISBN 0-412-31760-5."
p,"Jørgensen, B. (1992). The theory of exponential dispersion models
and analysis of deviance. Monografias de matemática, no. 51.  See also Exponential dispersion model."
p,"TweedieRegressor implements a generalized linear model for the
Tweedie distribution, that allows to model any of the above mentioned
distributions using the appropriate power parameter. In particular:"
p,"power = 0 : Normal distribution. Specific estimators such as Ridge , ElasticNet are generally more appropriate in
this case."
p,"power = 1 : Poisson distribution. PoissonRegressor is exposed
for convenience. However, it is strictly equivalent to TweedieRegressor(power=1, link='log') ."
p,"power = 2 : Gamma distribution. GammaRegressor is exposed for
convenience. However, it is strictly equivalent to TweedieRegressor(power=2, link='log') ."
p,power = 3 : Inverse Gaussian distribution.
p,The link function is determined by the link parameter.
p,Poisson regression and non-normal loss
p,Tweedie regression on insurance claims
p,"The feature matrix X should be standardized before fitting. This ensures
that the penalty treats features equally."
p,"Since the linear predictor \(Xw\) can be negative and Poisson,
Gamma and Inverse Gaussian distributions don’t support negative values, it
is necessary to apply an inverse link function that guarantees the
non-negativeness. For example with link='log' , the inverse link function
becomes \(h(Xw)=\exp(Xw)\) ."
p,"If you want to model a relative frequency, i.e. counts per exposure (time,
volume, …) you can do so by using a Poisson distribution and passing \(y=\frac{\mathrm{counts}}{\mathrm{exposure}}\) as target values
together with \(\mathrm{exposure}\) as sample weights. For a concrete
example see e.g. Tweedie regression on insurance claims ."
p,"When performing cross-validation for the power parameter of TweedieRegressor , it is advisable to specify an explicit scoring function,
because the default scorer TweedieRegressor.score is a function of power itself."
p,"Stochastic gradient descent is a simple yet very efficient approach
to fit linear models. It is particularly useful when the number of samples
(and the number of features) is very large.
The partial_fit method allows online/out-of-core learning."
p,"The classes SGDClassifier and SGDRegressor provide
functionality to fit linear models for classification and regression
using different (convex) loss functions and different penalties.
E.g., with loss=""log"" , SGDClassifier fits a logistic regression model,
while with loss=""hinge"" it fits a linear support vector machine (SVM)."
p,You can refer to the dedicated Stochastic Gradient Descent documentation section for more details.
p,"The Perceptron is another simple classification algorithm suitable for
large scale learning and derives from SGD. By default:"
p,It does not require a learning rate.
p,It is not regularized (penalized).
p,It updates its model only on mistakes.
p,"The last characteristic implies that the Perceptron is slightly faster to
train than SGD with the hinge loss and that the resulting models are
sparser."
